Active consumed power
	1	2	3	4	5	6	7	8	9	10	11	12	13	14
101	0.00	5.21	22.61	11.47	1.82	2.69	0.00	0.00	7.08	2.16	0.84	1.46	3.24	3.58	
102	0.00	5.42	23.55	11.95	1.90	2.80	0.00	0.00	7.38	2.25	0.88	1.52	3.38	3.73	
103	0.00	5.86	25.43	12.91	2.05	3.02	0.00	0.00	7.97	2.43	0.95	1.65	3.65	4.02	
104	0.00	6.73	29.20	14.82	2.36	3.47	0.00	0.00	9.14	2.79	1.08	1.89	4.18	4.62	
105	0.00	8.03	34.85	17.69	2.81	4.14	0.00	0.00	10.91	3.33	1.29	2.26	5.00	5.51	
106	0.00	9.33	40.51	20.55	3.27	4.82	0.00	0.00	12.69	3.87	1.50	2.62	5.80	6.41	
107	0.00	11.07	48.04	24.38	3.88	5.71	0.00	0.00	15.04	4.59	1.79	3.11	6.88	7.60	
108	0.00	12.59	54.64	27.72	4.41	6.50	0.00	0.00	17.11	5.22	2.03	3.54	7.83	8.64	
109	0.00	14.32	62.17	31.55	5.02	7.39	0.00	0.00	19.47	5.94	2.31	4.03	8.91	9.83	
110	0.00	16.06	69.71	35.37	5.62	8.29	0.00	0.00	21.83	6.66	2.59	4.51	9.99	11.03	
111	0.00	17.58	76.30	38.72	6.16	9.07	0.00	0.00	23.90	7.29	2.83	4.94	10.94	12.07	
112	0.00	18.66	81.01	41.11	6.54	9.63	0.00	0.00	25.37	7.74	3.01	5.25	11.61	12.81	
113	0.00	19.53	84.78	43.02	6.84	10.08	0.00	0.00	26.55	8.10	3.15	5.49	12.15	13.41	
114	0.00	20.18	87.61	44.45	7.07	10.42	0.00	0.00	27.44	8.37	3.26	5.67	12.56	13.86	
115	0.00	20.61	89.49	45.41	7.22	10.64	0.00	0.00	28.02	8.55	3.32	5.79	12.82	14.15	
116	0.00	20.83	90.43	45.89	7.30	10.75	0.00	0.00	28.32	8.64	3.36	5.86	12.96	14.30	
117	0.00	20.83	90.43	45.89	7.30	10.75	0.00	0.00	28.32	8.64	3.36	5.86	12.96	14.30	
118	0.00	20.61	89.49	45.41	7.22	10.64	0.00	0.00	28.02	8.55	3.32	5.79	12.82	14.15	
119	0.00	20.40	88.55	44.93	7.14	10.53	0.00	0.00	27.73	8.46	3.29	5.73	12.69	14.01	
120	0.00	19.96	86.66	43.98	6.99	10.30	0.00	0.00	27.14	8.28	3.22	5.61	12.42	13.71	
121	0.00	19.53	84.78	43.02	6.84	10.08	0.00	0.00	26.55	8.10	3.15	5.49	12.15	13.41	
122	0.00	19.10	82.90	42.06	6.69	9.86	0.00	0.00	25.96	7.92	3.08	5.37	11.88	13.11	
123	0.00	18.66	81.01	41.11	6.54	9.63	0.00	0.00	25.37	7.74	3.01	5.25	11.61	12.81	
124	0.00	18.01	78.19	39.67	6.31	9.30	0.00	0.00	24.48	7.47	2.90	5.06	11.21	12.37	
125	0.00	17.58	76.30	38.72	6.16	9.07	0.00	0.00	23.90	7.29	2.83	4.94	10.94	12.07	
126	0.00	16.93	73.48	37.28	5.93	8.74	0.00	0.00	23.01	7.02	2.73	4.76	10.53	11.62	
127	0.00	16.27	70.65	35.85	5.70	8.40	0.00	0.00	22.12	6.75	2.62	4.57	10.12	11.18	
128	0.00	15.62	67.82	34.42	5.47	8.06	0.00	0.00	21.24	6.48	2.52	4.39	9.72	10.73	
129	0.00	14.97	65.00	32.98	5.24	7.73	0.00	0.00	20.35	6.21	2.42	4.21	9.31	10.28	
130	0.00	14.32	62.17	31.55	5.02	7.39	0.00	0.00	19.47	5.94	2.31	4.03	8.91	9.83	
131	0.00	13.67	59.35	30.11	4.79	7.06	0.00	0.00	18.59	5.67	2.21	3.84	8.51	9.39	
132	0.00	13.02	56.52	28.68	4.56	6.72	0.00	0.00	17.70	5.40	2.10	3.66	8.10	8.94	
133	0.00	12.15	52.75	26.77	4.26	6.27	0.00	0.00	16.52	5.04	1.96	3.42	7.56	8.34	
134	0.00	11.50	49.93	25.33	4.03	5.94	0.00	0.00	15.64	4.77	1.85	3.23	7.16	7.90	
135	0.00	10.85	47.10	23.90	3.80	5.60	0.00	0.00	14.75	4.50	1.75	3.05	6.75	7.45	
136	0.00	10.20	44.27	22.47	3.57	5.26	0.00	0.00	13.86	4.23	1.65	2.87	6.34	7.00	
137	0.00	9.55	41.45	21.03	3.34	4.93	0.00	0.00	12.98	3.96	1.54	2.68	5.94	6.56	
138	0.00	8.90	38.62	19.60	3.12	4.59	0.00	0.00	12.09	3.69	1.43	2.50	5.53	6.11	
139	0.00	8.25	35.80	18.16	2.89	4.26	0.00	0.00	11.21	3.42	1.33	2.32	5.13	5.66	
140	0.00	7.81	33.91	17.21	2.74	4.03	0.00	0.00	10.62	3.24	1.26	2.20	4.86	5.36	
141	0.00	7.38	32.03	16.25	2.58	3.81	0.00	0.00	10.03	3.06	1.19	2.07	4.59	5.07	
142	0.00	6.94	30.14	15.30	2.43	3.58	0.00	0.00	9.44	2.88	1.12	1.95	4.32	4.77	
143	0.00	6.51	28.26	14.34	2.28	3.36	0.00	0.00	8.85	2.70	1.05	1.83	4.05	4.47	
144	0.00	6.29	27.32	13.86	2.20	3.25	0.00	0.00	8.55	2.61	1.01	1.77	3.91	4.32	
